Name,CAS,SMILES,IUPAC_Name
Sulcofuron,24019-05-4,ClC=1C=CC(=C(C1)S(=O)(=O)O)OC1=C(C=C(C=C1)Cl)NC(NC1=CC(=C(C=C1)Cl)Cl)=O,"5-chloro-2-[4-chloro-2-[(3,4-dichlorophenyl)carbamoylamino]phenoxy]benzenesulfonic acid"
Tralopyril,122454-29-9,BrC=1C(=C(NC1C(F)(F)F)C1=CC=C(C=C1)Cl)C#N,4-bromo-2-(4-chlorophenyl)-5-(trifluoromethyl)-1H-pyrrole-3-carbonitrile
Lambda-cyhalothrin,91465-08-6,CC1(C)[C@@H](\C=C(/Cl)C(F)(F)F)[C@H]1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,"trans-[(R)-cyano-(3-phenoxyphenyl)methyl] (1S,3S)-3-[(Z)-2-chloro-3,3,3-trifluoroprop-1-enyl]-2,2-dimethylcyclopropane-1-carboxylate"
Chlordecone,143-50-0,ClC12C3(C4(C5(C(C3(C2(C5(C4(C1(Cl)Cl)Cl)Cl)Cl)Cl)=O)Cl)Cl)Cl,"1,2,3,4,6,7,8,9,10,10-decachloropentacyclo[5.3.0.02,6.03,9.04,8]decan-5-one"
Dicloromezotiaz,1263629-39-5,ClC=1SC(=CN1)C[N+]1=C2N(C(C(=C1[O-])C1=CC(=CC(=C1)Cl)Cl)=O)C=CC=C2C,"1-[(2-chloro-1,3-thiazol-5-yl)methyl]-3-(3,5-dichlorophenyl)-9-methyl-4-oxopyrido[1,2-a]pyrimidin-1-ium-2-olate"
Biopermethrin,61949-77-7,CC1(C)[C@@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc2cccc(Oc3ccccc3)c2,"cis-(3-phenoxyphenyl)methyl (1R,3S)-3-(2,2-dichloroethenyl)-2,2-dimethylcyclopropane-1-carboxylate"
Urea,57-13-6,NC(=O)N,urea
Diethyltoluamide,134-62-3,C(C)N(C(C1=CC(=CC=C1)C)=O)CC,"N,N-diethyl-3-methylbenzamide"
Mevinphos,7786-34-7,COP(=O)(OC)OC(=CC(=O)OC)C,methyl 3-dimethoxyphosphoryloxybut-2-enoate
Myristyl alcohol,112-72-1,C(CCCCCCCCCCCCC)O,tetradecan-1-ol
Naled,300-76-5,P(=O)(OC(C(Cl)(Cl)Br)Br)(OC)OC,"(1,2-dibromo-2,2-dichloroethyl) dimethyl phosphate"
Isofenphos,25311-71-1,C(C)OP(=S)(OC1=C(C(=O)OC(C)C)C=CC=C1)NC(C)C,propan-2-yl 2-[ethoxy-(propan-2-ylamino)phosphinothioyl]oxybenzoate
Phosmet,732-11-6,COP(=S)(OC)SCN1C(C2=CC=CC=C2C1=O)=O,"2-(dimethoxyphosphinothioylsulfanylmethyl)isoindole-1,3-dione"
Cyanthoate,3734-95-0,C(#N)C(C)(C)NC(CSP(=O)(OCC)OCC)=O,N-(2-cyanopropan-2-yl)-2-diethoxyphosphorylsulfanylacetamide
Dimefluthrin,271241-14-6,CC1(C(C1C=C(C)C)C(=O)OCC1=C(C(=C(C(=C1F)F)COC)F)F)C,"[2,3,5,6-tetrafluoro-4-(methoxymethyl)phenyl]methyl 2,2-dimethyl-3-(2-methylprop-1-enyl)cyclopropane-1-carboxylate"
Verbenone,18309-32-5,CC1=CC([C@H]2C([C@@H]1C2)(C)C)=O,"(1R,5R)-4,6,6-trimethylbicyclo[3.1.1]hept-3-en-2-one"
S-hydroprene,65733-18-8,C\C(=C/C(=O)OCC)\C=C\C[C@H](CCCC(C)C)C,"ethyl (2E,4E,7S)-3,7,11-trimethyldodeca-2,4-dienoate"
Metoxadiazone,60589-06-2,COC1=NN(C(O1)=O)C1=C(C=CC=C1)OC,"5-methoxy-3-(2-methoxyphenyl)-1,3,4-oxadiazol-2-one"
Quinaminoprole,2049581-78-2,ClC1=CC=C(C=C1)N1N=C(C=C1)OCCNC1=NC=NC2=CC=CC=C12,N-[2-[1-(4-chlorophenyl)pyrazol-3-yl]oxyethyl]quinazolin-4-amine
Demeton-O,298-03-3,C(C)OP(=S)(OCCSCC)OCC,diethoxy-(2-ethylsulfanylethoxy)-sulfanylidene-lambda5-phosphane
Sulfuryl fluoride,2699-79-8,S(=O)(=O)(F)F,sulfuryl difluoride
Sulcofuron-sodium,3567-25-7,ClC=1C=CC(=C(C1)S(=O)(=O)[O-])OC1=C(C=C(C=C1)Cl)NC(NC1=CC(=C(C=C1)Cl)Cl)=O.[Na+],"sodium 5-chloro-2-[4-chloro-2-[(3,4-dichlorophenyl)carbamoylamino]phenoxy]benzenesulfonate"
Amiton oxalate,3734-97-2,CCO[P](=O)(OCC)SCCN(CC)CC.OC(=O)C(O)=O,"2-diethoxyphosphorylsulfanyl-N,N-diethylethanamine;oxalic acid"
Dinocap,39300-45-3,C/C=C/C(=O)Oc1c(cc(cc1C(C)(C)CC(C)(C)C)[N+]([O-])=O)[N+]([O-])=O,(2-nitrophenyl) (E)-but-2-enoate;nitrous acid;octane
Thionazin,297-97-2,C(C)OP(=S)(OC1=NC=CN=C1)OCC,diethoxy-pyrazin-2-yloxy-sulfanylidene-lambda5-phosphane
DNOC sodium,2312-76-7,CC1=C(C(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-])[O-].[Na+],"sodium 2-methyl-4,6-dinitrophenolate"
Terallethrin,15589-31-8,CC1(C(C1(C)C)C(=O)OC1C(=C(C(C1)=O)CC=C)C)C,"(2-methyl-4-oxo-3-prop-2-enylcyclopent-2-en-1-yl) 2,2,3,3-tetramethylcyclopropane-1-carboxylate"
Oleic acid,112-80-1,C(CCCCCCC\C=C/CCCCCCCC)(=O)O,(Z)-octadec-9-enoic acid
Acephate,30560-19-1,COP(=O)(SC)NC(C)=O,N-[methoxy(methylsulfanyl)phosphoryl]acetamide
Renofluthrin,352271-52-4,ClC(=CC1C(C1C(=O)OCC1=C(C(=C(C(=C1F)F)COC)F)F)(C)C)Cl,"[2,3,5,6-tetrafluoro-4-(methoxymethyl)phenyl]methyl 3-(2,2-dichloroethenyl)-2,2-dimethylcyclopropane-1-carboxylate"
Chlordimeform hydrochloride,19750-95-9,[Cl-].C[NH+](C)C=Nc1ccc(Cl)cc1C,"N'-(4-chloro-2-methylphenyl)-N,N-dimethylmethanimidamide;hydrochloride"
Flubendiamide,272451-65-7,FC(C(C(F)(F)F)(F)C1=CC(=C(C=C1)NC(=O)C=1C(=C(C=CC1)I)C(=O)NC(CS(=O)(=O)C)(C)C)C)(F)F,"1-N-[4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-2-methylphenyl]-3-iodo-2-N-(2-methyl-1-methylsulfonylpropan-2-yl)benzene-1,2-dicarboxamide"
Pirimicarb,23103-98-2,CN(C(OC1=NC(=NC(=C1C)C)N(C)C)=O)C,"[2-(dimethylamino)-5,6-dimethylpyrimidin-4-yl] N,N-dimethylcarbamate"
Dichlofluanid,1085-98-9,ClC(F)(Cl)SN(C1=CC=CC=C1)S(N(C)C)(=O)=O,N-[dichloro(fluoro)methyl]sulfanyl-N-(dimethylsulfamoyl)aniline
Flufiprole,704886-18-0,ClC1=C(C(=CC(=C1)C(F)(F)F)Cl)N1N=C(C(=C1NCC(=C)C)S(=O)C(F)(F)F)C#N,"1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-5-(2-methylprop-2-enylamino)-4-(trifluoromethylsulfinyl)pyrazole-3-carbonitrile"
Nithiazine,58842-20-9,[N+](=O)([O-])\C=C/1\SCCCN1,"(2E)-2-(nitromethylidene)-1,3-thiazinane"
Fluazaindolizine,1254304-22-7,ClC=1C=2N(C=C(C1)C(F)(F)F)C=C(N2)C(=O)NS(=O)(=O)C2=C(C=CC(=C2)OC)Cl,"8-chloro-N-(2-chloro-5-methoxyphenyl)sulfonyl-6-(trifluoromethyl)imidazo[1,2-a]pyridine-2-carboxamide"
Fluacrypyrim,229977-93-9,CO/C=C(/C(=O)OC)\C1=C(C=CC=C1)COC1=NC(=NC(=C1)C(F)(F)F)OC(C)C,methyl (E)-3-methoxy-2-[2-[[2-propan-2-yloxy-6-(trifluoromethyl)pyrimidin-4-yl]oxymethyl]phenyl]prop-2-enoate
Methyl isothiocyanate,556-61-6,CN=C=S,methylimino(sulfanylidene)methane
Pyridaben,96489-71-3,C(C)(C)(C)N1N=CC(=C(C1=O)Cl)SCC1=CC=C(C=C1)C(C)(C)C,2-tert-butyl-5-[(4-tert-butylphenyl)methylsulfanyl]-4-chloropyridazin-3-one
Diamidaphos,1754-58-1,CNP(=O)(OC1=CC=CC=C1)NC,N-[methylamino(phenoxy)phosphoryl]methanamine
Formetanate,22259-30-9,CNC(OC1=CC(=CC=C1)N=CN(C)C)=O,[3-(dimethylaminomethylideneamino)phenyl] N-methylcarbamate
Etaphos,38527-91-2,ClC1=C(C=CC(=C1)Cl)OP(=O)(SCCC)OCC,"2,4-dichloro-1-[ethoxy(propylsulfanyl)phosphoryl]oxybenzene"
Isazofos,42509-80-8,ClC1=NC(=NN1C(C)C)OP(=S)(OCC)OCC,"(5-chloro-1-propan-2-yl-1,2,4-triazol-3-yl)oxy-diethoxy-sulfanylidene-lambda5-phosphane"
Fenfluthrin,75867-00-4,CC1(C)[C@@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc2c(F)c(F)c(F)c(F)c2F,"cis-(2,3,4,5,6-pentafluorophenyl)methyl (1R,3S)-3-(2,2-dichloroethenyl)-2,2-dimethylcyclopropane-1-carboxylate"
Busulfan,55-98-1,CS(=O)(=O)OCCCCOS(=O)(=O)C,4-methylsulfonyloxybutyl methanesulfonate
Heptachlor,76-44-8,ClC12C3C=CC(C3C(C(=C1Cl)Cl)(C2(Cl)Cl)Cl)Cl,"1,5,7,8,9,10,10-heptachlorotricyclo[5.2.1.02,6]deca-3,8-diene"
IPSP,5827-05-4,C(C)S(=O)CSP(=S)(OC(C)C)OC(C)C,ethylsulfinylmethylsulfanyl-di(propan-2-yloxy)-sulfanylidene-lambda5-phosphane
Fenthion oxon,6552-12-1,P(=O)(OC)(OC)OC1=CC(=C(C=C1)SC)C,dimethyl (3-methyl-4-methylsulfanylphenyl) phosphate
Di-n-propyl isocinchomeronate,136-45-8,N1=C(C=CC(=C1)C(=O)OCCC)C(=O)OCCC,"dipropyl pyridine-2,5-dicarboxylate"
Bioresmethrin,28434-01-7,CC(C)=CC1C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,"cis-(5-benzylfuran-3-yl)methyl (1R,3R)-2,2-dimethyl-3-(2-methylprop-1-enyl)cyclopropane-1-carboxylate"
Brofenvalerate,65295-49-0,ClC1=CC=C(C=C1)C(C(=O)OC(C#N)C1=CC(=CC=C1)OC1=CC=C(C=C1)Br)C(C)C,[[3-(4-bromophenoxy)phenyl]-cyanomethyl] 2-(4-chlorophenyl)-3-methylbutanoate
Lead arsenate,7784-40-9,[Pb+3].[O-][As]([O-])([O-])=O,hydrogen arsorate;lead(2+)
Phorate,298-02-2,C(C)OP(=S)(SCSCC)OCC,diethoxy-(ethylsulfanylmethylsulfanyl)-sulfanylidene-lambda5-phosphane
Diammonium phosphate,7783-28-0,[NH4+].[NH4+].O[P]([O-])([O-])=O,diazanium;hydrogen phosphate
Carvacrol,499-75-2,CC1=C(C=C(C=C1)C(C)C)O,2-methyl-5-propan-2-ylphenol
Cyphenothrin,39515-40-7,CC1(C(C1C=C(C)C)C(=O)OC(C1=CC(=CC=C1)OC1=CC=CC=C1)C#N)C,"[cyano-(3-phenoxyphenyl)methyl] 2,2-dimethyl-3-(2-methylprop-1-enyl)cyclopropane-1-carboxylate"
Cyclethrin,97-11-0,CC1(C(C1C=C(C)C)C(=O)OC1C(=C(C(C1)=O)C1C=CCC1)C)C,"(3-cyclopent-2-en-1-yl-2-methyl-4-oxocyclopent-2-en-1-yl) 2,2-dimethyl-3-(2-methylprop-1-enyl)cyclopropane-1-carboxylate"
Dibutyl succinate,141-03-7,C(CCC(=O)OCCCC)(=O)OCCCC,dibutyl butanedioate
Chlorphoxim,14816-20-7,ClC1=C(C=CC=C1)C(=NOP(=S)(OCC)OCC)C#N,2-chloro-N-diethoxyphosphinothioyloxybenzenecarboximidoyl cyanide
Acrinathrin,101007-06-1,CC1(C)[C@@H](\C=C/C(=O)OC(C(F)(F)F)C(F)(F)F)[C@H]1C(=O)O[C@H](C#N)c2cccc(Oc3ccccc3)c2,"trans-[(S)-cyano-(3-phenoxyphenyl)methyl] (1R,3S)-3-[(Z)-3-(1,1,1,3,3,3-hexafluoropropan-2-yloxy)-3-oxoprop-1-enyl]-2,2-dimethylcyclopropane-1-carboxylate"
Hexachlorophene,70-30-4,ClC=1C(=C(C(=CC1Cl)Cl)O)CC1=C(C(=CC(=C1O)Cl)Cl)Cl,"3,4,6-trichloro-2-[(2,3,5-trichloro-6-hydroxyphenyl)methyl]phenol"
S-bioallethrin,28434-00-6,CC(C)=CC1C(C(=O)OC2CC(=O)C(=C2C)CC=C)C1(C)C,"cis-[(1S)-2-methyl-4-oxo-3-prop-2-enylcyclopent-2-en-1-yl] (1R,3R)-2,2-dimethyl-3-(2-methylprop-1-enyl)cyclopropane-1-carboxylate"
Methamidophos,10265-92-6,NP(=O)(SC)OC,[amino(methylsulfanyl)phosphoryl]oxymethane
Chloropicrin,76-06-2,ClC([N+](=O)[O-])(Cl)Cl,trichloro(nitro)methane
Tetrachlorvinphos,22248-79-9,P(=O)(O\C(=C/Cl)\C1=C(C=C(C(=C1)Cl)Cl)Cl)(OC)OC,"[(Z)-2-chloro-1-(2,4,5-trichlorophenyl)ethenyl] dimethyl phosphate"
Magnesium phosphide,12057-74-8,[P-3].[P-3].[Mg+2].[Mg+2].[Mg+2],trimagnesium bis(phosphorus(3-))
Anethole,104-46-1,COC1=CC=C(C=C1)\C=C\C,1-methoxy-4-[(E)-prop-1-enyl]benzene
Acetoprole,209861-58-5,NC1=C(C(=NN1C1=C(C=C(C=C1Cl)C(F)(F)F)Cl)C(C)=O)S(=O)C,"1-[5-amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-methylsulfinylpyrazol-3-yl]ethanone"
Parathion-ethyl,56-38-2,C(C)OP(=S)(OC1=CC=C(C=C1)[N+](=O)[O-])OCC,diethoxy-(4-nitrophenoxy)-sulfanylidene-lambda5-phosphane
Tyclopyrazoflor,1477919-27-9,ClC1=NN(C=C1N(C(CCSCCC(F)(F)F)=O)CC)C=1C=NC=CC1,"N-(3-chloro-1-pyridin-3-ylpyrazol-4-yl)-N-ethyl-3-(3,3,3-trifluoropropylsulfanyl)propanamide"
Transfluthrin,118712-89-3,CC1(C)[C@H](C=C(Cl)Cl)[C@H]1C(=O)OCc2c(F)c(F)cc(F)c2F,"cis-(2,3,5,6-tetrafluorophenyl)methyl (1R,3S)-3-(2,2-dichloroethenyl)-2,2-dimethylcyclopropane-1-carboxylate"
Fenson,80-38-6,C1(=CC=CC=C1)S(=O)(=O)OC1=CC=C(C=C1)Cl,(4-chlorophenyl) benzenesulfonate
Hydramethylnon,67485-29-4,FC(C1=CC=C(C=C1)C=CC(C=CC1=CC=C(C=C1)C(F)(F)F)=NNC=1NCC(CN1)(C)C)(F)F,"N-[1,5-bis[4-(trifluoromethyl)phenyl]penta-1,4-dien-3-ylideneamino]-5,5-dimethyl-4,6-dihydro-1H-pyrimidin-2-amine"
Chlorethoxyfos,54593-83-8,C(C)OP(OC(C(Cl)(Cl)Cl)Cl)(=S)OCC,"diethoxy-sulfanylidene-(1,2,2,2-tetrachloroethoxy)-lambda5-phosphane"
DFDT,475-26-3,FC1=CC=C(C=C1)C(C(Cl)(Cl)Cl)C1=CC=C(C=C1)F,"1-fluoro-4-[2,2,2-trichloro-1-(4-fluorophenyl)ethyl]benzene"
"P,P-bis(aziridin-1-yl)-N-methylphosphinothioic amide",12185-10-3,CN[P](=S)(N1CC1)N2CC2,phosphane
Dicapthon,2463-84-5,ClC1=C(OP(=S)(OC)OC)C=CC(=C1)[N+](=O)[O-],(2-chloro-4-nitrophenoxy)-dimethoxy-sulfanylidene-lambda5-phosphane
Fenvalerate,51630-58-1,ClC1=CC=C(C=C1)C(C(=O)OC(C1=CC(=CC=C1)OC1=CC=CC=C1)C#N)C(C)C,[cyano-(3-phenoxyphenyl)methyl] 2-(4-chlorophenyl)-3-methylbutanoate
Prothoate,2275-18-5,C(C)OP(=S)(OCC)SCC(=O)NC(C)C,2-diethoxyphosphinothioylsulfanyl-N-propan-2-ylacetamide
Flufenerim,170015-32-4,ClC=1C(=NC=NC1C(C)F)NCCC1=CC=C(C=C1)OC(F)(F)F,5-chloro-6-(1-fluoroethyl)-N-[2-[4-(trifluoromethoxy)phenyl]ethyl]pyrimidin-4-amine
Capric acid,334-48-5,C(CCCCCCCCC)(=O)O,decanoic acid
Tebupirimfos,96182-53-5,C(C)(C)(C)C1=NC=C(C=N1)OP(=S)(OC(C)C)OCC,(2-tert-butylpyrimidin-5-yl)oxy-ethoxy-propan-2-yloxy-sulfanylidene-lambda5-phosphane
Cyanophos,2636-26-2,COP(=S)(OC1=CC=C(C#N)C=C1)OC,4-dimethoxyphosphinothioyloxybenzonitrile
Imiprothrin,72963-72-5,CC1(C(C1C=C(C)C)C(=O)OCN1C(N(CC1=O)CC#C)=O)C,"(2,5-dioxo-3-prop-2-ynylimidazolidin-1-yl)methyl 2,2-dimethyl-3-(2-methylprop-1-enyl)cyclopropane-1-carboxylate"
Carbanolate,671-04-5,CNC(OC1=C(C=C(C(=C1)C)C)Cl)=O,"(2-chloro-4,5-dimethylphenyl) N-methylcarbamate"
Tefluthrin,79538-32-2,Cc1c(F)c(F)c(COC(=O)C2C(\C=C(/Cl)C(F)(F)F)C2(C)C)c(F)c1F,"trans-(2,3,5,6-tetrafluoro-4-methylphenyl)methyl (1S,3S)-3-[(Z)-2-chloro-3,3,3-trifluoroprop-1-enyl]-2,2-dimethylcyclopropane-1-carboxylate"
Disulfoton,298-04-4,C(C)OP(=S)(SCCSCC)OCC,diethoxy-(2-ethylsulfanylethylsulfanyl)-sulfanylidene-lambda5-phosphane
Dicrotophos,141-66-2,P(=O)(O\C(\C)=C\C(=O)N(C)C)(OC)OC,[(E)-4-(dimethylamino)-4-oxobut-2-en-2-yl] dimethyl phosphate
Bromocyclen,1715-40-8,BrCC1C2(C(=C(C(C1)(C2(Cl)Cl)Cl)Cl)Cl)Cl,"5-(bromomethyl)-1,2,3,4,7,7-hexachlorobicyclo[2.2.1]hept-2-ene"
